T	63_TPD_HH	63_rate_HH	63_TPD_full	63_pre_full	63_rate_full	63_TPD_Tait	63_pre_Tait	63_rate_Tait
48.0	3.116809588230438e-50	1.2467238352921751e-51	1.0502925356986535e-48	84979300583223.02	4.2011701427946137e-50	1.0141395284932824e-48	82054156243080.69	4.05655811397313e-50
49.0	5.619825752334797e-49	2.247930300933919e-50	2.0381798179999816e-47	91460335751598.25	8.152719271999927e-49	1.9654058249932507e-47	88194709345331.8	7.861623299973003e-49
50.0	9.027774775006869e-48	3.6111099100027475e-49	3.518622453703017e-46	98289041190973.17	1.407448981481207e-47	3.3885885544729792e-46	94656680104834.66	1.3554354217891916e-47
51.0	1.3008820035510977e-46	5.203528014204391e-48	5.441001548176551e-45	105476106081093.27	2.1764006192706205e-46	5.2333120407745136e-45	101449957527246.8	2.0933248163098054e-46
52.0	1.6920805715819792e-45	6.768322286327917e-47	7.584209004960229e-44	113032256679600.4	3.0336836019840915e-45	7.285776596110377e-44	108584530012710.53	2.914310638444151e-45
53.0	1.9982544110312795e-44	7.993017644125119e-46	9.58537331912516e-43	120968249495426.75	3.8341493276500643e-44	9.19728051550725e-43	116070484376382.22	3.6789122062028995e-44
54.0	2.1540754893098917e-43	8.616301957239567e-45	1.1044067438497742e-41	129294864520239.61	4.417626975399097e-43	1.0584788560695845e-41	123918004897361.27	4.233915424278338e-43
55.0	2.1301754020705252e-42	8.520701608282101e-44	1.1658786901440882e-40	138022898523927.4	4.6635147605763526e-42	1.1161636822159418e-40	132137372394673.98	4.464654728863767e-42
56.0	1.9414371075078132e-41	7.765748430031253e-43	1.1329461861503856e-39	147163158419985.9	4.5317847446015426e-41	1.0834890570325912e-39	140738963329051.94	4.333956228130365e-41
57.0	1.6377698874907936e-40	6.551079549963175e-42	1.0178459357006551e-38	156726454706533.12	4.0713837428026204e-40	9.724291865552969e-39	149733248929326.62	3.889716746221187e-40
58.0	1.2839353562490914e-39	5.135741424996366e-41	8.488424301857395e-38	166723594988474.2	3.3953697207429584e-39	8.101850862577354e-38	159130794342337.25	3.2407403450309415e-39
59.0	9.388911860640123e-39	3.755564744256049e-40	6.596004932242954e-37	177165377586145.6	2.6384019728971815e-38	6.289851781035865e-37	168942257805313.66	2.515940712414346e-38
60.0	6.426612570978311e-38	2.5706450283913248e-39	4.7926021317779234e-36	188062585235508.53	1.9170408527111694e-37	4.566196577799909e-36	179178389839762.78	1.8264786311199638e-37
61.0	4.1310204797605605e-37	1.6524081919042242e-38	3.2668254927137893e-35	199425978884701.16	1.3067301970855157e-36	3.1099605443624445e-35	189850032465941.62	1.2439842177449779e-36
62.0	2.5012855374594387e-36	1.0005142149837755e-37	2.095464639317621e-34	211266291591478.22	8.381858557270484e-36	1.993321237584654e-34	200968118437055.66	7.973284950338616e-36
63.0	1.430665714336036e-35	5.722662857344144e-37	1.2684857784716813e-33	223594222525758.94	5.073943113886726e-35	1.205794229735457e-33	212543670492372.7	4.823176918941828e-35
64.0	7.75073419553299e-35	3.100293678213196e-36	7.266323078392716e-33	236420431081201.9	2.9065292313570864e-34	6.902650127863469e-33	224587800628481.16	2.7610600511453877e-34
65.0	3.987186814675512e-34	1.594874725870205e-35	3.9488310674384365e-32	249755531099400.44	1.5795324269753747e-33	3.748922317608363e-32	237111709387975.5	1.4995689270433452e-33
66.0	1.952237235675077e-33	7.808948942700309e-35	2.0407108283580202e-31	263610085209975.16	8.162843313432082e-33	1.9363304498410539e-31	250126685164880.8	7.745321799364215e-33
