mol_iso_xtb	mol_def_xtb	mol_iso_cry	5A_complex	5A_ref	7_5A_complex	7_5A_ref	10A_complex	10A_ref	all_complex	all_ref	cry_des_all_complex	cry_des_all_ref	cry_des_all_opt_ref	cry_des_frag_complex	cry_des_frag_ref	cry_des_frag_opt_ref	cry_ads_all_complex	cry_ads_all_ref	cry_ads_frag_complex	cry_ads_frag_ref	cry_ads_mol_full_complex	cry_ads_mol_frag_complex	cry_ads_mol_only_complex
1539.36	1564.110785	1710.9410	"  64.16"	"  72.19"	"  40.82"	"  41.17"	"  27.75"	"  27.15"	"  11.54"	"   6.78"	30.7915	31.7351	31.1554	41.8079	42.194	43.6359	29.7141	30.7915	36.1467	45.7166	29.71	36.13	54.7591
3643.12	3501.552792	3737.0964	"  79.62"	"  74.43"	"  51.62"	"  53.97"	"  32.11"	"  34.83"	"  12.91"	"  12.17"	31.3198	34.0398	34.504	47.1376	46.87	49.6999	32.3969	31.3198	48.2011	55.7333	35.73	48.18	152.936
3651.33	3575.039511	3849.8593	"  88.23"	"  92.68"	"  57.54"	"  58.41"	"  36.31"	"  35.53"	"  13.87"	"  14.42"	49.7639	46.2919	45.7061	70.522	68.5294	77.0299	35.73	49.7639	49.4318	78.763	225.81	222.46	169.4903
			" 104.83"	" 107.10"	"  63.32"	"  60.11"	"  40.33"	"  37.57"	"  14.97"	"  15.14"	49.7987	50.6007	50.7432	76.5573	78.8482	84.0708	50.7326	49.7987	70.9511	85.6813	254.06	248.04	264.3797
			" 112.12"	" 139.15"	"  67.11"	"  63.14"	"  44.55"	"  42.63"	"  15.22"	"  16.04"	51.1249	52.6102	52.898	86.0213	83.3055	89.2305	51.3357	51.1249	83.4719	88.8604	449.07	258.09	470.6009
			" 126.11"	" 147.11"	"  70.53"	"  67.82"	"  46.85"	"  43.07"	"  16.37"	"  17.38"	52.5961	54.5125	54.1542	96.2359	88.5984	91.3834	54.6955	52.5961	92.3874	99.8009	1718.60	1715.62	780.616
			" 137.60"	" 164.47"	"  74.28"	"  70.57"	"  47.60"	"  47.03"	"  18.24"	"  19.25"	54.7934	56.3852	54.3496	97.2371	91.6181	103.0527	56.3927	54.7934	94.3174	107.1383	1731.82	1745.20	1730.5244
			" 149.10"	" 178.08"	"  82.06"	"  82.45"	"  48.89"	"  49.45"	"  19.63"	"  19.29"	64.0422	61.6248	63.3926	103.3973	108.5863	121.6458	58.0701	64.0422	113.2666	112.0764	3456.15	3455.64	3413.3278
			" 165.42"	" 191.45"	"  83.94"	"  85.87"	"  53.51"	"  51.31"	"  20.54"	"  20.80"	65.8587	63.0074	67.0421	131.0888	128.0849	131.5445	63.7947	65.8587	114.3028	139.4961	3817.29	3817.26	3817.1474
			" 170.77"	" 195.51"	"  88.23"	"  87.94"	"  55.00"	"  52.65"	"  20.92"	"  21.27"	67.8564	67.1346	68.6798	140.9921	131.99	138.5702	64.1294	67.8564	136.9893	158.0576			
			" 186.51"	" 217.91"	"  91.79"	"  88.81"	"  56.53"	"  53.78"	"  22.00"	"  22.08"	72.2186	69.7854	71.4587	156.6811	135.5096	143.0836	69.9558	72.2186	142.1556	163.6278			
			" 190.43"	" 232.85"	"  95.06"	"  93.43"	"  59.11"	"  57.78"	"  22.81"	"  23.53"	74.5819	73.4137	75.0402	160.6985	153.2617	153.323	71.4512	74.5819	165.3359	182.4609			
			" 202.19"	" 241.21"	"  95.89"	"  97.56"	"  59.69"	"  59.89"	"  23.49"	"  24.56"	79.2714	75.0512	76.6708	163.5287	195.8363	199.3203	74.7912	79.2714	184.9464	195.5461			
			" 207.40"	" 258.11"	"  98.93"	"  99.93"	"  60.84"	"  61.03"	"  23.80"	"  25.03"	81.3075	79.7103	79.1112	205.9467	204.3401	212.8253	77.2229	81.3075	200.4911	229.6078			
			" 235.15"	" 264.49"	" 104.93"	" 102.17"	"  61.47"	"  62.81"	"  24.49"	"  25.37"	83.4714	81.7544	82.3584	221.2723	211.937	221.263	80.053	83.4714	208.2627	237.3344			
			" 247.27"	" 268.71"	" 106.15"	" 105.67"	"  64.43"	"  63.21"	"  25.12"	"  25.84"	84.8707	83.1621	83.9941	223.235	219.3485	223.2007	84.4795	84.8707	222.3632	245.8334			
			" 272.67"	" 292.62"	" 110.89"	" 110.21"	"  66.36"	"  65.50"	"  25.60"	"  26.18"	85.174	86.5466	87.7548	229.4304	220.3861	230.6655	85.1448	85.174	237.3935	258.6282			
			" 287.31"	" 323.87"	" 115.80"	" 112.07"	"  67.41"	"  66.51"	"  26.04"	"  26.68"	85.8353	87.1396	88.0936	235.9273	229.9243	238.3566	85.7523	85.8353	238.3554	274.1871			
			" 305.48"	" 341.95"	" 121.08"	" 120.08"	"  68.73"	"  67.99"	"  26.98"	"  27.98"	90.9533	88.0788	91.9448	238.3827	241.9533	249.3454	87.8206	90.9533	248.1173	285.0514			
			" 313.58"	" 350.53"	" 125.84"	" 133.08"	"  69.89"	"  69.51"	"  27.49"	"  28.27"	91.04	94.7051	97.8909	252.2771	248.5058	257.5117	91.3558	91.04	258.1436	305.1553			
			" 329.96"	" 353.23"	" 130.45"	" 140.09"	"  70.67"	"  70.49"	"  29.04"	"  28.76"	104.1038	103.3165	104.2921	258.9412	253.5876	262.9564	94.547	104.1038	263.6213	348.6248			
			" 332.45"	" 357.35"	" 131.64"	" 144.49"	"  73.35"	"  71.88"	"  29.35"	"  29.21"	107.4481	104.4685	108.3948	267.6742	260.7248	270.431	107.2031	107.4481	274.5143	350.8577			
			" 351.18"	" 373.89"	" 135.63"	" 148.05"	"  74.65"	"  73.44"	"  29.57"	"  29.69"	114.5852	111.3471	117.7084	273.8792	277.9483	288.4105	109.4856	114.5852	284.1432	366.21			
			" 360.14"	" 410.39"	" 140.75"	" 154.98"	"  74.79"	"  74.95"	"  29.83"	"  30.39"	120.6193	118.2663	120.5589	296.7249	306.4752	311.9452	113.1522	120.6193	295.6296	377.0597			
			" 364.36"	" 460.58"	" 146.77"	" 155.65"	"  77.62"	"  76.38"	"  30.24"	"  30.64"	124.0383	120.2299	121.9163	300.9561	314.9412	322.058	121.0155	124.0383	322.8693	517.2473			
			" 377.87"	" 498.51"	" 155.61"	" 161.86"	"  78.94"	"  77.36"	"  30.64"	"  31.16"	124.7131	123.6191	123.1184	305.9768	341.714	346.5518	122.9729	124.7131	348.2125	588.6995			
			" 390.02"	" 511.80"	" 162.45"	" 168.19"	"  80.07"	"  79.26"	"  31.26"	"  32.02"	125.6961	128.4191	134.6707	348.9037	435.2807	452.592	124.5805	125.6961	362.2497	607.6029			
			" 424.95"	" 517.22"	" 163.00"	" 174.17"	"  82.32"	"  80.88"	"  31.49"	"  32.61"	140.0635	140.4669	146.629	350.9419	444.2712	505.5696	126.6411	140.0635	448.9293	655.3467			
			" 476.10"	" 545.38"	" 165.84"	" 175.39"	"  83.82"	"  82.35"	"  32.66"	"  32.93"	144.0566	144.5471	148.5006	364.0029	506.2364	532.5314	133.9455	144.0566	589.665	664.5795			
			" 489.16"	" 565.81"	" 172.76"	" 178.77"	"  84.60"	"  84.28"	"  33.49"	"  33.61"	144.5353	148.939	155.9412	376.7199	553.9561	577.8836	143.8093	144.5353	623.7415	688.7662			
			" 506.38"	" 585.29"	" 173.86"	" 180.99"	"  86.58"	"  86.40"	"  34.21"	"  34.02"	152.4317	155.906	160.4468	514.2783	580.1384	592.2722	145.9658	152.4317	645.3265	729.7944			
			" 532.61"	" 598.23"	" 178.95"	" 183.96"	"  88.12"	"  87.98"	"  34.83"	"  34.99"	158.0656	158.2559	162.1468	588.6357	612.0517	634.7126	150.1168	158.0656	651.218	735.9792			
			" 544.78"	" 609.85"	" 182.84"	" 189.31"	"  90.93"	"  88.58"	"  35.11"	"  35.26"	169.838	167.0227	171.6235	607.4125	639.8796	662.5808	156.1799	169.838	667.5701	758.2146			
			" 551.28"	" 619.82"	" 184.84"	" 191.59"	"  91.26"	"  91.73"	"  35.73"	"  35.64"	183.4809	182.8346	182.2988	655.2563	663.1421	678.559	170.0623	183.4809	690.0267	804.3272			
			" 557.59"	" 659.99"	" 191.30"	" 196.33"	"  93.84"	"  94.00"	"  36.17"	"  36.05"	185.127	184.9913	187.2288	664.4007	686.3521	705.1057	184.025	185.127	713.5613	807.6563			
			" 574.56"	" 678.01"	" 195.23"	" 196.75"	"  95.60"	"  96.29"	"  36.83"	"  36.48"	195.4927	188.4294	193.2538	688.0381	711.475	729.6695	186.3188	195.4927	722.6922	832.1741			
			" 596.99"	" 704.63"	" 198.74"	" 203.01"	"  96.71"	"  97.13"	"  37.16"	"  36.98"	197.5373	197.3303	201.2745	714.6063	734.4709	748.9879	188.7792	197.5373	755.1836	894.492			
			" 615.34"	" 727.24"	" 200.80"	" 208.96"	"  98.14"	" 100.15"	"  37.71"	"  37.23"	201.0228	202.022	205.6412	720.0301	742.0545	756.1453	198.6418	201.0228	763.1025	910.5729			
			" 640.12"	" 742.42"	" 204.71"	" 210.38"	"  99.30"	" 100.99"	"  37.88"	"  37.83"	208.9658	206.1088	212.2923	744.648	779.8101	775.1917	202.8514	208.9658	796.0054	947.4354			
			" 660.78"	" 745.66"	" 206.20"	" 214.79"	" 103.41"	" 101.85"	"  37.91"	"  38.08"	211.3456	211.7256	220.5907	753.0601	794.1917	810.7024	207.5442	211.3456	823.8681	949.86			
			" 680.53"	" 754.37"	" 209.02"	" 216.39"	" 105.21"	" 105.24"	"  39.31"	"  39.02"	222.4752	219.4754	228.8964	759.5389	838.1212	854.0824	210.2912	222.4752	847.5108	983.5868			
			" 693.40"	" 780.49"	" 213.94"	" 227.05"	" 107.77"	" 107.40"	"  39.71"	"  39.65"	225.3694	227.18	236.1279	775.8784	876.9402	876.5914	213.0558	225.3694	888.634	1021.4194			
			" 713.53"	" 802.41"	" 215.57"	" 234.84"	" 108.30"	" 110.07"	"  39.78"	"  39.96"	226.9162	227.71	238.0688	804.7544	892.7863	902.3066	225.715	226.9162	910.587	1061.2076			
			" 722.36"	" 834.93"	" 225.71"	" 235.70"	" 109.74"	" 112.00"	"  40.19"	"  40.10"	230.5614	240.6273	247.8452	823.0265	914.7587	921.5133	225.8072	230.5614	925.4043	1095.9335			
			" 739.01"	" 883.58"	" 229.90"	" 239.25"	" 111.09"	" 113.67"	"  40.55"	"  40.70"	245.0203	250.1517	255.8899	842.8441	924.8535	932.2344	227.3837	245.0203	942.7889	1167.4556			
			" 743.01"	" 908.67"	" 233.39"	" 247.64"	" 113.67"	" 114.89"	"  41.25"	"  40.92"	254.4367	252.2269	262.9788	904.3316	944.7802	952.1182	232.9879	254.4367	951.9589	1196.3617			
			" 768.33"	" 943.46"	" 237.40"	" 249.87"	" 114.52"	" 116.23"	"  41.66"	"  41.24"	265.6198	254.0368	270.5067	925.2971	960.2031	979.4086	233.7307	265.6198	975.7679	1449.9546			
			" 797.94"	" 963.90"	" 243.20"	" 256.30"	" 117.67"	" 120.07"	"  42.11"	"  42.16"	266.6881	266.1255	279.5398	932.813	973.2875	992.4457	248.2004	266.6881	1030.188	1698.8844			
			" 831.16"	1501.04	" 247.25"	" 260.26"	" 119.72"	" 122.39"	"  42.37"	"  42.21"	269.4775	273.0443	282.6045	964.5011	1012.4879	1028.0682	254.0599	269.4775	1042.2032	1706.0932			
			" 840.58"	1508.89	" 252.46"	" 262.96"	" 122.74"	" 123.55"	"  43.12"	"  42.78"	271.3396	274.88	284.934	969.6943	1064.4071	1070.4146	257.2402	271.3396	1097.2162	1711.3181			
			" 873.73"	1513.17	" 254.84"	" 269.36"	" 123.10"	" 127.36"	"  43.57"	"  42.99"	277.6549	278.4812	285.838	975.4901	1078.7888	1090.1931	268.5572	277.6549	1105.1333	1732.4131			
			" 896.70"	1526.13	" 259.50"	" 274.82"	" 124.87"	" 131.26"	"  43.77"	"  43.56"	285.7642	287.4182	296.4744	981.0814	1182.4767	1192.498	270.4902	285.7642	1180.8874	1745.5953			
			" 923.09"	1529.59	" 264.68"	" 276.52"	" 126.27"	" 131.93"	"  43.99"	"  43.88"	287.6426	291.4412	301.9366	988.676	1394.8253	1402.574	270.6699	287.6426	1448.3059	1759.938			
			" 959.50"	1533.93	" 271.24"	" 278.44"	" 128.11"	" 133.84"	"  44.08"	"  44.18"	295.3615	295.5391	304.4396	1046.075	1687.7846	1677.5948	271.6979	295.3615	1697.6071	1774.7307			
			1443.08	1538.59	" 273.41"	" 288.52"	" 132.60"	" 135.84"	"  45.00"	"  44.49"	296.4176	300.7465	308.2222	1074.7851	1708.5126	1700.4688	277.2557	296.4176	1712.2213	2972.8507			
			1484.21	1543.96	" 277.82"	" 292.62"	" 136.97"	" 137.13"	"  45.25"	"  45.05"	302.4629	303.1223	313.2597	1099.4454	1713.8675	1706.7445	280.9597	302.4629	1715.6604	2979.6184			
			1512.12	1570.69	" 280.55"	" 299.07"	" 137.21"	" 139.59"	"  45.54"	"  45.48"	305.7732	311.0868	321.8932	1172.9785	1725.2898	1714.5611	289.4151	305.7732	1724.9257	3063.1675			
			1519.97	2922.76	" 287.99"	" 302.57"	" 138.87"	" 141.68"	"  45.83"	"  45.87"	307.3132	316.9791	329.4739	1201.2541	1737.2913	1733.8113	291.5977	307.3132	1745.1753	3114.6287			
			1526.24	3014.56	" 291.66"	" 304.86"	" 141.55"	" 142.47"	"  46.85"	"  46.69"	311.5855	328.0377	339.6106	1449.7775	1747.7518	1743.602	300.0834	311.5855	1756.0935	3139.9763			
			1533.99	3022.16	" 294.41"	" 316.85"	" 143.08"	" 145.03"	"  47.16"	"  46.86"	326.0561	329.8065	340.9373	1698.816	1758.9998	1756.7351	300.9946	326.0561	1763.7021	3149.7892			
			1538.48	3042.23	" 307.70"	" 323.76"	" 146.41"	" 147.60"	"  47.52"	"  47.07"	330.6387	337.6831	351.5178	1705.5064	1776.7546	1779.8315	306.0469	330.6387	1780.3652	3293.3486			
			1547.83	3100.85	" 314.28"	" 327.02"	" 149.34"	" 149.55"	"  47.74"	"  47.36"	338.6195	342.4227	352.75	1708.305	2927.2591	2888.0998	311.4993	338.6195	3012.8489	3334.1009			
			1558.51	3215.83	" 316.89"	" 333.02"	" 150.08"	" 150.30"	"  48.18"	"  47.81"	345.4107	346.5088	354.8521	1722.6988	3096.4392	3099.4832	313.7089	345.4107	3071.3368	3366.9689			
			1579.34	3256.11	" 319.50"	" 338.93"	" 151.75"	" 153.23"	"  48.32"	"  48.04"	348.6196	350.3407	359.1584	1729.3646	3164.2022	3147.1746	328.5801	348.6196	3133.8302	3378.0985			
			2998.99	3284.50	" 331.81"	" 340.46"	" 152.73"	" 155.33"	"  49.53"	"  48.90"	350.1671	351.8209	359.982	1738.0116	3192.5701	3177.5365	334.0333	350.1671	3168.1864	3408.0266			
			3050.71	3308.75	" 332.47"	" 346.58"	" 156.54"	" 158.06"	"  49.98"	"  49.18"	351.823	356.2494	363.4734	1749.9642	3260.8101	3219.6851	340.6769	351.823	3222.7098	3414.7722			
			3067.97	3335.01	" 336.05"	" 355.24"	" 158.85"	" 161.00"	"  50.08"	"  49.81"	353.3672	359.7242	366.2378	1762.6166	3277.4103	3234.5944	346.2312	353.3672	3233.339	3583.3565			
			3129.61	3354.29	" 343.54"	" 362.01"	" 160.18"	" 162.88"	"  50.51"	"  50.02"	354.989	361.4207	374.4623	1776.3852	3298.8967	3287.2831	347.3241	354.989	3283.9678	3587.3087			
			3161.27	3369.93	" 347.43"	" 366.17"	" 164.63"	" 166.96"	"  50.86"	"  50.72"	358.6145	380.3574	391.1437	2971.9924	3336.1794	3305.7903	349.2888	358.6145	3297.9433	3801.7359			
			3191.86	3410.49	" 358.03"	" 368.86"	" 165.62"	" 167.46"	"  51.10"	"  51.05"	362.0316	429.3477	441.6081	2978.229	3353.1918	3328.7256	351.7282	362.0316	3331.8735				
			3220.81	3422.02	" 360.64"	" 373.51"	" 168.75"	" 169.24"	"  51.44"	"  51.35"	365.77	436.0422	474.6941	3062.7242	3378.0653	3361.7329	352.926	365.77	3336.5909				
			3250.05	3456.87	" 367.01"	" 383.19"	" 170.66"	" 172.34"	"  51.71"	"  51.74"	385.4133	463.5288	503.6522	3104.1331	3430.8961	3423.8304	358.39	385.4133	3374.1674				
			3282.29	3489.48	" 371.60"	" 393.19"	" 172.84"	" 173.09"	"  52.01"	"  51.89"	389.9053	497.6556	505.401	3119.3606	3435.629	3440.0857	359.5733	389.9053	3394.6988				
			3324.76	3649.85	" 381.83"	" 399.46"	" 173.34"	" 174.45"	"  52.40"	"  52.37"	495.5738	503.5728	528.0752	3147.1134	3446.4542	3460.8162	362.2109	495.5738	3432.3203				
			3348.63	3675.49	" 387.56"	" 411.42"	" 175.74"	" 177.46"	"  52.99"	"  52.55"	502.4674	529.7869	532.1363	3208.3791	3525.3277	3493.9781	380.1174	502.4674	3455.776				
			3353.47		" 390.13"	" 416.56"	" 177.70"	" 178.62"	"  53.61"	"  52.84"	528.2798	551.084	578.1084	3236.3918	3594.2278	3590.8671	383.3447	528.2798	3515.3418				
			3366.70		" 392.87"	" 426.50"	" 179.81"	" 183.08"	"  54.02"	"  53.75"	533.8312	585.9177	590.6223	3292.8089	3753.2312	3670.3655	449.0737	533.8312	3565.4536				
			3387.09		" 402.77"	" 430.30"	" 181.29"	" 184.94"	"  54.20"	"  54.49"	588.7147	590.8422	601.571	3301.9952	3779.7825	3780.6791	498.1134	588.7147	3817.0852				
			3399.89		" 413.95"	" 437.67"	" 185.63"	" 187.45"	"  54.82"	"  54.62"	589.3365	612.2368	614.3418	3306.5004			510.4465	589.3365					
			3438.48		" 421.03"	" 455.02"	" 187.70"	" 189.02"	"  54.96"	"  54.78"	608.8195	614.0112	625.5172	3371.1894			529.6604	608.8195					
			3451.98		" 431.54"	" 465.99"	" 189.53"	" 190.27"	"  55.39"	"  55.28"	609.9644	630.2904	637.2769	3386.244			591.2431	609.9644					
			3520.07		" 443.47"	" 477.16"	" 191.91"	" 192.47"	"  55.91"	"  55.57"	632.7636	635.4719	647.345	3389.6633			595.9219	632.7636					
			3542.86		" 445.65"	" 485.38"	" 192.93"	" 193.59"	"  56.03"	"  55.62"	640.6943	640.9785	660.6945	3409.1767			612.0424	640.6943					
			3686.87		" 458.60"	" 497.22"	" 194.78"	" 196.25"	"  56.32"	"  56.30"	645.1054	653.9205	662.0697	3417.9112			624.4354	645.1054					
					" 476.75"	" 502.47"	" 198.14"	" 198.30"	"  56.38"	"  56.50"	656.1262	655.3196	672.3566	3583.385			634.8989	656.1262					
					" 479.63"	" 506.57"	" 199.57"	" 199.69"	"  56.72"	"  56.61"	665.025	666.3902	674.016	3587.3957			636.6748	665.025					
					" 498.31"	" 517.76"	" 200.62"	" 204.02"	"  57.19"	"  57.25"	666.8211	672.0789	679.0054	3801.7557			643.2723	666.8211					
					" 504.31"	" 529.89"	" 203.36"	" 206.65"	"  57.53"	"  57.63"	669.5401	683.7788	689.5876				646.1867	669.5401					
					" 505.21"	" 545.87"	" 205.47"	" 209.22"	"  57.56"	"  57.91"	674.887	687.2515	695.0003				652.3178	674.887					
					" 512.06"	" 549.60"	" 208.06"	" 211.82"	"  58.46"	"  58.37"	690.0483	691.285	700.1372				661.7669	690.0483					
					" 519.65"	" 558.24"	" 208.39"	" 213.55"	"  58.61"	"  58.72"	693.9767	697.0826	702.9559				665.7308	693.9767					
					" 520.64"	" 561.44"	" 211.55"	" 214.55"	"  59.11"	"  59.06"	698.0475	705.2759	713.2683				670.8588	698.0475					
					" 537.92"	" 566.69"	" 212.34"	" 216.42"	"  59.31"	"  59.46"	699.2332	713.3344	717.1934				677.0173	699.2332					
					" 544.70"	" 574.38"	" 212.81"	" 218.73"	"  59.75"	"  60.12"	701.9582	720.1707	728.7408				682.5591	701.9582					
					" 547.19"	" 583.09"	" 215.06"	" 219.04"	"  60.31"	"  60.41"	712.7717	727.1476	733.8687				693.0147	712.7717					
					" 549.58"	" 587.28"	" 217.80"	" 223.06"	"  60.57"	"  60.57"	720.8963	727.9126	744.8327				698.1527	720.8963					
					" 557.40"	" 592.67"	" 220.68"	" 224.03"	"  60.95"	"  60.88"	730.2607	739.1089	746.9118				701.2608	730.2607					
					" 561.68"	" 596.23"	" 221.74"	" 225.86"	"  61.18"	"  61.18"	732.9033	753.8878	762.5209				704.3172	732.9033					
					" 571.84"	" 597.45"	" 225.09"	" 226.83"	"  61.49"	"  61.43"	734.9178	756.5785	768.793				718.2349	734.9178					
					" 576.08"	" 601.18"	" 226.62"	" 228.33"	"  61.53"	"  61.57"	748.4164	772.4019	774.3672				719.3364	748.4164					
					" 578.92"	" 604.50"	" 227.62"	" 229.44"	"  61.88"	"  61.85"	756.4005	791.4261	796.4087				729.8788	756.4005					
					" 587.35"	" 608.58"	" 230.85"	" 230.51"	"  62.27"	"  61.99"	760.3152	796.9291	806.5819				731.3828	760.3152					
					" 595.97"	" 615.32"	" 232.08"	" 231.54"	"  62.79"	"  62.50"	776.1089	801.1039	813.6144				732.9054	776.1089					
					" 602.40"	" 625.39"	" 233.86"	" 235.29"	"  63.02"	"  62.96"	797.1364	819.3515	827.3193				746.5356	797.1364					
					" 605.60"	" 626.58"	" 235.20"	" 236.06"	"  63.40"	"  63.16"	800.7659	823.0934	834.2163				758.1395	800.7659					
					" 611.40"	" 628.55"	" 236.69"	" 240.06"	"  63.86"	"  63.59"	820.005	827.7475	839.8516				759.0568	820.005					
					" 613.58"	" 638.31"	" 237.37"	" 240.58"	"  64.04"	"  63.98"	823.734	836.2153	851.2262				765.5818	823.734					
					" 621.82"	" 641.75"	" 241.34"	" 244.35"	"  64.41"	"  64.29"	823.793	852.2622	864.3311				782.897	823.793					
					" 626.53"	" 651.50"	" 243.82"	" 247.99"	"  64.81"	"  64.65"	830.7152	862.6453	874.936				799.2145	830.7152					
					" 630.25"	" 652.77"	" 246.61"	" 248.71"	"  65.03"	"  64.87"	832.6082	890.0118	904.2865				801.1208	832.6082					
					" 635.69"	" 659.47"	" 251.54"	" 252.07"	"  65.44"	"  64.96"	840.8061	899.4938	911.268				817.8632	840.8061					
					" 638.35"	" 667.43"	" 252.47"	" 254.46"	"  65.68"	"  65.50"	866.9931	912.3967	920.2017				821.0416	866.9931					
					" 643.51"	" 677.19"	" 252.88"	" 255.23"	"  65.98"	"  65.74"	895.0989	917.1768	931.2383				827.3212	895.0989					
					" 648.73"	" 680.82"	" 254.58"	" 258.28"	"  66.20"	"  66.06"	907.6072	939.0591	938.8667				828.8662	907.6072					
					" 651.27"	" 688.41"	" 256.54"	" 260.93"	"  66.60"	"  66.71"	909.3011	944.1513	952.1021				842.0673	909.3011					
					" 654.18"	" 706.54"	" 259.45"	" 264.64"	"  66.87"	"  66.74"	931.4774	950.0413	963.3759				855.0173	931.4774					
					" 666.12"	" 714.19"	" 260.15"	" 267.74"	"  67.36"	"  67.14"	938.6257	955.8595	968.1144				874.8284	938.6257					
					" 671.49"	" 714.82"	" 263.81"	" 269.59"	"  67.67"	"  67.63"	952.9472	967.9455	979.7168				892.59	952.9472					
					" 675.42"	" 722.25"	" 266.07"	" 270.29"	"  67.90"	"  67.82"	954.1219	980.4934	990.7951				902.787	954.1219					
					" 677.23"	" 732.09"	" 266.34"	" 272.53"	"  68.54"	"  68.16"	955.2435	993.1992	1004.5819				908.566	955.2435					
					" 686.21"	" 734.73"	" 268.59"	" 274.28"	"  69.02"	"  68.64"	970.6076	1004.884	1022.0217				923.6802	970.6076					
					" 700.45"	" 742.88"	" 270.54"	" 276.51"	"  69.41"	"  68.89"	988.7986	1018.834	1031.991				926.9891	988.7986					
					" 700.52"	" 744.70"	" 271.90"	" 277.97"	"  69.61"	"  68.95"	993.0225	1028.956	1042.0995				937.4151	993.0225					
					" 714.35"	" 748.62"	" 275.03"	" 280.58"	"  69.80"	"  69.38"	1001.0834	1039.023	1057.1812				945.4089	1001.0834					
					" 721.99"	" 762.18"	" 279.47"	" 283.73"	"  70.09"	"  69.84"	1001.738	1060.159	1073.4062				949.3	1001.738					
					" 734.34"	" 765.20"	" 281.91"	" 287.96"	"  70.40"	"  70.25"	1011.2318	1084.905	1093.8463				958.8189	1011.2318					
					" 737.91"	" 767.13"	" 282.71"	" 292.77"	"  70.54"	"  70.64"	1027.8275	1096.38	1107.5641				966.6347	1027.8275					
					" 744.75"	" 779.11"	" 285.83"	" 294.52"	"  70.75"	"  71.03"	1044.1522	1102.841	1114.933				978.2743	1044.1522					
					" 747.71"	" 784.23"	" 288.41"	" 297.06"	"  71.45"	"  71.09"	1053.442	1104.403	1123.6209				990.8308	1053.442					
					" 756.27"	" 792.20"	" 288.68"	" 299.95"	"  71.70"	"  71.74"	1092.2723	1128.322	1135.3434				995.585	1092.2723					
					" 760.83"	" 798.63"	" 291.50"	" 302.06"	"  71.97"	"  71.80"	1099.698	1137.401	1170.6377				1003.173	1099.698					
					" 764.02"	" 816.40"	" 295.37"	" 302.81"	"  72.39"	"  72.34"	1103.8824	1179.483	1198.185				1010.645	1103.8824					
					" 775.55"	" 835.52"	" 297.77"	" 306.89"	"  72.66"	"  72.75"	1108.442	1184.431	1206.8573				1030.206	1108.442					
					" 783.83"	" 864.78"	" 300.10"	" 307.45"	"  73.19"	"  72.88"	1109.2052	1189.261	1208.5897				1049.136	1109.2052					
					" 788.65"	" 874.36"	" 302.57"	" 309.90"	"  73.88"	"  73.14"	1114.3055	1205.849	1226.7219				1055.882	1114.3055					
					" 796.62"	" 886.23"	" 304.62"	" 311.15"	"  74.03"	"  73.93"	1134.7233	1686.418	1676.4754				1080.881	1134.7233					
					" 818.79"	" 892.51"	" 308.48"	" 312.78"	"  74.47"	"  74.19"	1180.3247	1691.399	1681.5055				1093.892	1180.3247					
					" 831.98"	" 896.06"	" 311.17"	" 315.83"	"  75.10"	"  74.70"	1182.3131	1694.72	1687.5287				1099.666	1182.3131					
					" 840.02"	" 910.38"	" 311.76"	" 317.53"	"  75.21"	"  74.95"	1186.3824	1699.433	1696.2719				1106.339	1186.3824					
					" 856.51"	" 915.82"	" 313.50"	" 320.05"	"  75.59"	"  75.28"	1205.7712	1701.88	1698.8391				1110.962	1205.7712					
					" 859.43"	" 921.87"	" 316.38"	" 322.19"	"  75.79"	"  76.11"	1208.5277	1704.655	1703.7405				1117.336	1208.5277					
					" 870.68"	" 967.44"	" 318.51"	" 324.92"	"  75.87"	"  76.23"	1692.1879	1707.584	1706.002				1125.98	1692.1879					
					" 876.25"	" 983.21"	" 320.53"	" 327.07"	"  76.73"	"  76.45"	1692.8217	1709.945	1709.3475				1149.532	1692.8217					
					" 887.11"	1005.57	" 321.08"	" 329.85"	"  77.03"	"  76.75"	1700.0787	1716.595	1712.4323				1179.874	1700.0787					
					" 903.80"	1462.49	" 323.61"	" 330.74"	"  77.24"	"  77.07"	1700.9023	1723.097	1718.0284				1183.696	1700.9023					
					" 912.33"	1479.62	" 326.16"	" 332.42"	"  77.79"	"  77.88"	1701.0783	1727.086	1721.0157				1192.829	1701.0783					
					" 915.80"	1481.62	" 326.95"	" 339.32"	"  78.43"	"  78.38"	1702.8667	1730.696	1723.8362				1206.538	1702.8667					
					" 943.34"	1494.77	" 328.93"	" 340.91"	"  78.89"	"  78.49"	1705.9835	1733.409	1729.7965				1692.132	1705.9835					
					" 957.32"	1496.63	" 331.25"	" 346.28"	"  79.00"	"  78.81"	1712.0132	1738.533	1736.0017				1693.326	1712.0132					
					" 979.33"	1503.76	" 334.22"	" 347.74"	"  79.20"	"  79.33"	1712.4541	1744.728	1739.7749				1698.669	1712.4541					
